GroupName,GroupLevel,Name,Indent
,6,LGBHoist5Pos-MoviProPN-Config,7.0
,6,LGBShuttle5Pos2S-MoviFitFCPN-Config,7.0
,6,LGBTurnTable2W2S-MoviFitFCPN-Config,7.0
,6,LGBRollerMagCpl1W2S-C-Config,7.0
,6,LGBRoller2W2S-FC302PN-Config,7.0
Tooling,6,,
,6,LGBBuhlLock-Config,7.0
DataHandling,6,,
,6,LGBShiftRegLine-Config,7.0
Data,5,,
,5,LGBRdWrRecipe,6.0
,5,LGBValveStatusSub,6.0
,5,LGBValveStatus,6.0
,5,LGBRdWrPipe,6.0
Function,5,,
,5,LGBCalcRampMoviFit,6.0
,5,LGBCalcRampMoviDrive,6.0
,5,LGBCalcOvertimeMoviPro,6.0
,5,LGBCalcOvertimeMoviFit,6.0
FB DataHandling,4,,
,4,LGBShiftRegLine,5.0
,4,LGBShiftRegConv,5.0
,4,LGBRdWrData,5.0
,4,LGBCheckPipes,5.0
,4,LGBShiftRegConvTM,5.0
VIDS,5,,
,5,LGBVIDSChangeVEMData,6.0
Sub,5,,
,5,LGBShiftRegLineSub,6.0
FB Function,4,,
,4,LGBHMIResetStartNoSafety,5.0
,4,LGBHMILed,5.0
,4,LGBStackLight,5.0
,4,LGBProdInfo,5.0
,4,LGBColourGroup,5.0
,4,LGBDiagDet,5.0
,4,LGBSoftDet,5.0
,4,LGBPassage,5.0
,4,LGBUps-PhoenixContact,5.0
FB MovUnit,4,,
,4,LGBMovUnit2Pos2W2S-MoviFitFCPN,5.0
,4,LGBMovUnit2Pos1W1S2Det-C,5.0
,4,LGBMovUnit2Pos2W1S2Det-C,5.0
,4,LGBMovUnit2Pos2W1S4Det-C,5.0
,4,LGBMovUnit4Pos-MoviProPN,5.0
,4,LGBMovUnit2Pos2W1S4Det-MoviFitFCPN,5.0
FB Safety,4,,
,4,LGBGateLock-MGB-Maint,5.0
,4,LGBLightCurtain,5.0
,4,LGBDeathmansSwitch,5.0
,4,LGBGateMaint,5.0
FB Tooling,4,,
,4,LGBAlbanyRollerDoorIO,5.0
,4,LGBBuhlLock,5.0
,4,LGBSickDL100,5.0
,4,LGBRollerDoorIO,5.0
FB Transport,4,,
,4,LGBTrfIn,5.0
,4,LGBTrfOut,5.0
,4,LGBChainTrfIn,5.0
,4,LGBRoller2W2S-MDXPN-6PD-DFS22B,5.0
,4,LGBRoller2W2S-MoviFitFCPN,5.0
,4,LGBChain2W1S-MoviFitFCPN,5.0
,4,LGBChain2W1S-FC302PN,5.0
,4,LGBHoist2Pos2S-FC302PN,5.0
,4,LGBRoller2W2S-C,5.0
,4,LGBHoist2Pos2S-C,5.0
,4,LGBLiftTable2Pos1S3Det-MoviFitFCPN,5.0
,4,LGBRoller2W2S-MoviFitFCPN-S12B,5.0
,4,LGBLiftTable3Pos1S4Det-MoviFitFCPN,5.0
,4,LGBChain2W1S-C,5.0
,4,LGBExtCross2W2S-MoviFitFCPN,5.0
,4,LGBExtRol2W1S-C,5.0
,4,LGBExtRol2W2S-MoviFitFCPN,5.0
,4,LGBRoller1W1S-C,5.0
,4,LGBRoller2W1S-C,5.0
,4,LGBRoller2W2S-MDXPN-3PD-DFS22B,5.0
,4,LGBRoller2W2S-MDXPN-3PD,5.0
,4,LGBLineConvBrake-MDXPN,5.0
,4,LGBRoller2W2S-MDXPN-6PD,5.0
,4,LGBLineConv-MDXPN,5.0
,4,LGBRoller1W2S-C,5.0
,4,LGBLiftTable2Pos1S3Det-C,5.0
,4,LGBLiftTable3Pos1S4Det-C,5.0
,4,LGBLineConv-MDXPN-DFS22B,5.0
,4,LGBExtRol1W1S-C,5.0
,4,LGBRollerMagCpl1W1S-C,5.0
,4,LGBLineConv-FC302PN,5.0
,4,LGBLiftTableEcc2Pos1S2Det-C,5.0
,4,LGBHoist5Pos-MoviProPN,5.0
,4,LGBShuttle5Pos2S-MoviFitFCPN,5.0
,4,LGBTurnTable2W2S-MoviFitFCPN,5.0
,4,LGBTrfOutRel,5.0
,4,LGBRollerMagCpl1W2S-C,5.0
,4,LGBRoller2W2S-FC302PN,5.0
,4,LGBLineConvBrake-MDXPN-DFS22B,5.0
FB Supervision,4,,
,4,LGBCRClockStartStop,5.0
,4,LGBCRComm,5.0
_LocalLibVCG,2,,
PLC,3,,
FB DataHandling,4,,
,4,LCycleMonitoring,5.0
VIDS,5,,
,5,LVIDSMaster,6.0
,5,LVIDSRFID,6.0
,5,LVIDSTrack,6.0
,5,LVIDSQualityRequest,6.0
,5,LVIDSDeCouple,6.0
FB Function,4,,
,4,LAndonReqVCG,5.0
FC Function,4,,
Config,5,,
Function,6,,
,6,LAndonConfigVCG,7.0
FC DataHandling,5,,
,5,LSubZoneStatus,6.0
209220ZS01,2,,
,2,209220ZS01,3.0
,2,209220ZS01AEAK,3.0
,2,209220ZS01Passiv,3.0
,2,209220ZS01PNIODiag,3.0
,2,209220ZS01AS,3.0
,2,209220ZS01Safety,3.0
209220ZM01,3,,
,3,209220ZM01,4.0
,3,209220ZMS011Modes,4.0
,3,209220ZMS012Modes,4.0
,3,209220ZMS013Modes,4.0
,3,209220ZM01Config,4.0
,3,209220ZM01DataHandling,4.0
,3,209220ZM01Orders,4.0
,3,209220ZM01Andon,4.0
Sequences,4,,
,4,209220NCB01TagSequence,5.0
,4,209220NCB02TagSequence,5.0
,4,209220NCB01TagSeq,5.0
,4,209220NCB02TagSeq,5.0
209210ZS01,2,,
,2,209210ZS01,3.0
,2,209210ZS01AEAK,3.0
,2,209210ZS01Passiv,3.0
,2,209210ZS01PNIODiag,3.0
,2,209210ZS01Safety,3.0
,2,209210ZS01AS,3.0
,2,TEST_OPENESS,3.0
209210ZM01,3,,
,3,209210ZM01,4.0
,3,209210ZMS011Modes,4.0
,3,209210ZMS012Modes,4.0
,3,209210ZMS013Modes,4.0
,3,209210ZM01Config,4.0
,3,209210ZM01DataHandling,4.0
,3,209210ZM01Andon,4.0
,3,209210ZM01Orders,4.0
Sequences,4,,
,4,209210NCB01TagSequence,5.0
,4,209210NCB02TagSequence,5.0
,4,209210NCB01TagSeq,5.0
,4,209210NCB02TagSeq,5.0
209230ZS01,2,,
,2,209230ZS01,3.0
,2,209230ZS01AEAK,3.0
,2,209230ZS01Passiv,3.0
,2,209230ZS01PNIODiag,3.0
,2,209230ZS01Safety,3.0
,2,209230ZS01AS,3.0
209230ZM01,3,,
,3,209230ZM01Modes,4.0
,3,209230ZM01Config,4.0
,3,209230ZM01DataHandling,4.0
,3,209230ZM01,4.0
,3,209230ZM01Orders,4.0
Sequences,4,,
,4,209230NCB01TagSequence,5.0
,4,209230NCB01TagSeq,5.0
PLC General,2,,
,2,209000NCP01PNIODiagList,3.0
,2,DiagPLCOverview,3.0
,2,209000NCP01Passiv,3.0
,2,209000NCP01PNIODiag,3.0
,2,209000NCP01Safety,3.0
,2,209000NCP01ComVD,3.0
,2,209000NCP01Alarm,3.0
,2,209000NCP01ComSafety,3.0
,2,209000NCP01Config,3.0
,2,PNComPLC308,3.0
,2,209000NCP01AS,3.0
,2,DPComPLC212,3.0
Cabinets,3,,
,3,209000NCP01AK,4.0
,3,209000NCP01AE,4.0
Enable Alarms,3,,
,3,209000NCP01EnableAlarms,4.0
System blocks,2,,
Program resources,3,,
,3,R_TRIG,4.0
,3,Get_Name,4.0
,3,DeviceStates,4.0
,3,SERIALIZE,4.0
,3,MOVE_BLK_VARIANT,4.0
,3,GetSymbolPath,4.0
,3,GET_IM_DATA,4.0
,3,LED,4.0
,3,RT_INFO,4.0
,3,DESERIALIZE,4.0
,3,F_TRIG,4.0
,3,GetSymbolName,4.0
,3,T_209210CS22M4SG10F-SG11F,4.0
,3,T_209220CS22M4SG10F-SG11F,4.0
,3,Diag_Alarm,4.0
,3,G7_RT_Plus_1_V6,4.0
,3,G7_RT_Plus_2_V6,4.0
,3,G7_RT_Plus_SUB_1_V6,4.0
,3,G7_RT_Plus_SUB_2_V6,4.0
,3,G7_RT_Plus_3_V6,4.0
,3,G7_RT_Plus_4_V6,4.0
,3,G7_RT_Plus_5_V6,4.0
,3,G7_RT_Plus_SUB_3_V6,4.0
,3,G7_RT_Plus_6_V6,4.0
,3,T_210AS20XS1,4.0
,3,T_220AS20XS1,4.0
,3,T_230AS10XS1,4.0
,3,T_230CA21M4SG4,4.0
,3,T_230CR22M1SG9,4.0
,3,SCALE,4.0
,3,CONT_S,4.0
,3,CONT_C,4.0
,3,UNSCALE,4.0
STEP 7 Safety,3,,
,3,RTG1SysInfo,4.0
,3,F_SystemInfo_DB,4.0
,3,F_RCVDP,4.0
,3,F_ACK_OP,4.0
,3,F_TP,4.0
,3,F_ACK_GL,4.0
,3,F_SENDDP,4.0
,3,F_RCVPN_PLC308,4.0
,3,F_PassivationAckHMI,4.0
,3,F_TimerResetPassivation,4.0
,3,F_ResetPassivationFault,4.0
,3,F_SENDPN_PLC308,4.0
,3,F_ESTOP1,4.0
,3,_F209000AK01F9SH1,4.0
,3,_F209000AS01F9SH1,4.0
,3,_F209000AS02F9SH1,4.0
,3,_F209210AS10F9SH1,4.0
,3,_F209210AS11F9SH1,4.0
,3,_F209210AS20F9SH1,4.0
,3,_F209210AS40F9SH1,4.0
,3,_F209210AS41F9SH1,4.0
,3,_F209210ASH01F9SH1,4.0
,3,_F209210ASH01F9SH2,4.0
,3,F_TON,4.0
,3,_F209210ZS01SafetyTimer,4.0
,3,_F209220AS10F9SH1,4.0
,3,_F209220AS11F9SH1,4.0
,3,_F209220AS20F9SH1,4.0
,3,_F209220AS40F9SH1,4.0
,3,_F209220ASH01F9SH1,4.0
,3,_F209220ASH01F9SH2,4.0
,3,_F209220ZS01SafetyTimer,4.0
,3,_F209230AS10F9SH1,4.0
,3,_F209230AS30F9SH1,4.0
,3,_F209230ASH01F9SH1,4.0
,3,_F209230ASD01F9SH1,4.0
,3,_F209230ASD01F9SG1,4.0
,3,_F209230ZS01F9SG1,4.0
,3,_F209230ASH01F9SH2,4.0
,3,_F209230ZS01SafetyTimer,4.0
,3,_F209230ZS01F9SG1MaxBypassTimer,4.0
,3,_F209000AK03M1-UE130_PSC-1Timer,4.0
,3,_F209000AK03M4-UE131_PSC-1Timer,4.0
,3,_F209000AK04M1-UE140_PSC-1Timer,4.0
,3,_F209000AK04M4-UE141_PSC-1Timer,4.0
,3,F_TOF,4.0
,3,F_FDBACK,4.0
,3,_F209000AK03F9QC1,4.0
,3,_F209000AK03F9QC2,4.0
,3,_F209000AK03F9QC5,4.0
,3,_F209000AK03F9QC6,4.0
,3,_F209000AK03F9QC3,4.0
,3,_F209000AK03F9QC4,4.0
,3,_F209000AK03M4-UE131_DO0Timer,4.0
,3,_F209000AK04M4-UE141_DO0Timer,4.0
,3,_F209000AK04F9QC1,4.0
,3,_F209000AK04F9QC2,4.0
,3,_F209000AK04F9QC3,4.0
,3,_F209000AK04F9QC4,4.0
,3,_F209000AK04F9QC5,4.0
,3,_F209000AK04F9QC6,4.0
,3,_F209F9K13FB,4.0
,3,_F209000AK03M1-UE130_DO0Timer,4.0
,3,_F209000AK03M1-UE133_DO0Timer,4.0
,3,_F209000AK04M1-UE140_DO0Timer,4.0
,3,_F209000AK04M1-UE143_DO0Timer,4.0
,3,_F209210ASH01F9SH2Timer,4.0
,3,_F209220ASH01F9SH2Timer,4.0
,3,_F209000AK03M1-UE130_DO2,4.0
,3,_F209000AK03M4-UE131_DO2,4.0
,3,_F209000AK03M1-UE133_DO2,4.0
,3,_F209000AK04M1-UE140_DO2,4.0
,3,_F209000AK04M4-UE141_DO2,4.0
,3,_F209000AK04M1-UE143_DO2,4.0
Compiler blocks,4,,
,4,FC7003_C,5.0
,4,FB7000_C,5.0
,4,DB7002_C,5.0
,4,FOB_GLOBAL_1,5.0
,4,FOB_RTG_GCTX_DB,5.0
,4,FB7000_C_GCTX_DB,5.0
,4,FC7003_C_GCTX_DB,5.0
,4,SPLIT_FOB_1_1,5.0
,4,FGACK_OP,5.0
,4,FGACK_GL,5.0
,4,F_CTRL_D,5.0
,4,F_CTRL_2,5.0
,4,F_ET_LI,5.0
,4,F_CTRL_RT,5.0
,4,FB32772_IDB_C,5.0
,4,FB32773_IDB_C,5.0
,4,FB32775_IDB_C,5.0
,4,FB32776_IDB_C,5.0
,4,F_JL_CORR,5.0
,4,FGACK_OP_GCTX_DB,5.0
,4,FGACK_GL_GCTX_DB,5.0
,4,F_PS_IN_1_0_0_0_0_0_0_1_0_1_1_21,5.0
,4,F_PS_OUT_1_0_0_0_0_0_1_1_0_1_1_21,5.0
,4,F_PSV2_13_RCV,5.0
,4,F_PSV2_13_SEND,5.0
,4,F_8BOOL_INPUT,5.0
,4,F_8BOOL_OUTPUT,5.0
,4,F_PS_INOUT_R_4_2_0_0_0_0_0_1_0_0_0_21,5.0
,4,F_PS_INOUT_R_2_0_0_0_0_0_0_1_0_0_0_21,5.0
,4,F_8BOOL_INPUT_NC,5.0
,4,F_INT_INPUT_NC,5.0
,4,F_PS_INOUT_S_4_2_0_0_0_0_1_1_0_0_0_21,5.0
,4,SH_F15400_DFS22B(8Byte),5.0
,4,F_8BOOL_OUTPUT_NC,5.0
,4,F_INT_OUTPUT,5.0
,4,SH_F15425_DFS22B(8Byte),5.0
,4,SH_F15475_DFS22B(8Byte),5.0
,4,F_PS_INOUT_S_2_0_0_0_0_0_1_1_0_0_0_21,5.0
,4,SH_F15450_DFS21B(2Byte),5.0
,4,SH_F15500_F-ModuleI/O(2Byte),5.0
,4,SH_F16500_F-ModuleI/O(2Byte),5.0
,4,SH_F17400_F-ModuleI/O(2Byte),5.0
,4,SH_F17425_F-ModuleI/O(2Byte),5.0
,4,SH_F17475_F-ModuleI/O(2Byte),5.0
,4,FGTP,5.0
,4,FGTP_GCTX_DB,5.0
,4,FC7020_C_16,5.0
,4,FC7020_C_17,5.0
,4,FC7020_C_18,5.0
,4,FC7020_C_19,5.0
,4,FC7020_C_20,5.0
,4,FC7020_C_21,5.0
,4,FC7020_C_36,5.0
,4,FC7020_C_37,5.0
,4,FC7020_C_38,5.0
,4,FC7020_C_16_GCTX_DB,5.0
,4,FC7020_C_19_GCTX_DB,5.0
,4,FC7020_C_37_GCTX_DB,5.0
,4,FC7020_C_17_GCTX_DB,5.0
,4,FC7020_C_20_GCTX_DB,5.0
,4,FC7020_C_38_GCTX_DB,5.0
,4,FC7020_C_18_GCTX_DB,5.0
,4,FC7020_C_21_GCTX_DB,5.0
,4,FC7020_C_36_GCTX_DB,5.0
,4,SH_F17450_F-ModuleI/O(2Byte),5.0
,4,SH_F16400_DFS22B(8Byte),5.0
,4,SH_F16425_DFS22B(8Byte),5.0
,4,SH_F16450_DFS21B(2Byte),5.0
,4,SH_F16475_DFS22B(8Byte),5.0
,4,F_CTRL_1,5.0
,4,DB7000_C,5.0
,4,DB7200_C,5.0
,4,DB8_C,5.0
,4,DB9_C,5.0
,4,F_RCVDP_GCTX_DB,5.0
,4,F_SENDDP_GCTX_DB,5.0
,4,FGESTOP1,5.0
,4,DB7203_C,5.0
,4,DB7204_C,5.0
,4,DB7205_C,5.0
,4,DB7003_C,5.0
,4,DB7206_C,5.0
,4,DB7207_C,5.0
,4,DB7208_C,5.0
,4,DB7209_C,5.0
,4,DB7210_C,5.0
,4,DB7211_C,5.0
,4,DB7010_C,5.0
,4,FGESTOP1_GCTX_DB,5.0
,4,SPLIT_FOB_1_2,5.0
,4,FGTON,5.0
,4,DB7212_C,5.0
,4,DB7213_C,5.0
,4,DB7214_C,5.0
,4,DB7215_C,5.0
,4,DB7216_C,5.0
,4,DB7217_C,5.0
,4,DB7218_C,5.0
,4,DB7020_C,5.0
,4,DB7225_C,5.0
,4,DB7219_C,5.0
,4,DB7220_C,5.0
,4,DB7221_C,5.0
,4,DB7222_C,5.0
,4,DB7223_C,5.0
,4,DB7224_C,5.0
,4,DB7030_C,5.0
,4,DB7031_C,5.0
,4,DB7300_C,5.0
,4,DB7011_C,5.0
,4,DB7301_C,5.0
,4,DB7021_C,5.0
,4,DB7302_C,5.0
,4,DB7303_C,5.0
,4,FGTON_GCTX_DB,5.0
,4,SPLIT_FOB_1_3,5.0
,4,SPLIT_FOB_1_4,5.0
,4,SPLIT_FOB_1_5,5.0
,4,FGTOF,5.0
,4,DB7304_1_C,5.0
,4,DB7305_1_C,5.0
,4,DB7307_1_C,5.0
,4,DB7306_1_C,5.0
,4,FGTOF_GCTX_DB,5.0
,4,FGFDBACK,5.0
,4,DB7308_C,5.0
,4,DB7309_C,5.0
,4,DB7400_C,5.0
,4,DB7401_1_C,5.0
,4,DB7404_C,5.0
,4,DB7405_C,5.0
,4,DB7402_1_C,5.0
,4,DB7403_C,5.0
,4,DB7012_C,5.0
,4,DB7406_C,5.0
,4,DB7407_C,5.0
,4,DB7408_C,5.0
,4,DB7409_C,5.0
,4,DB7410_C,5.0
,4,DB7411_C,5.0
,4,DB7022_C,5.0
,4,FGFDBACK_GCTX_DB,5.0
,4,SH_F07150_PROFIsafe16BoolIOstandar,5.0
,4,DB7032_C,5.0
,4,DB7412_C,5.0
,4,DB7308_1_C,5.0
,4,DB7310_C,5.0
,4,DB7313_C,5.0
,4,DB7311_C,5.0
,4,DB7314_C,5.0
,4,DB7315_C,5.0
,4,SPLIT_FOB_1_6,5.0
,4,DB7413_C,5.0
,4,DB7414_C,5.0
,4,DB7415_C,5.0
,4,DB7416_C,5.0
,4,DB7417_C,5.0
,4,DB7418_C,5.0
F-I/O data blocks,4,,
,4,F05010_209000AK01-JX35_11,5.0
,4,F05240_209000AK03-JX36_11,5.0
,4,F05246_209000AK03-JX36_12,5.0
,4,F05270_209000AK04-JX37_11,5.0
,4,F05276_209000AK04-JX37_12,5.0
,4,F05100_209000AS01-JX38_11,5.0
,4,F05130_209000AS02-JX39_11,5.0
,4,F05400_209210AS10-JX40_11,5.0
,4,F05450_209210AX01-JX41_21,5.0
,4,F06600_209230AS10-JX60_11,5.0
,4,F06650_209230AX01-JX61_21,5.0
,4,F15400_DFS22B(8Byte),5.0
,4,F15425_DFS22B(8Byte),5.0
,4,F15475_DFS22B(8Byte),5.0
,4,F15450_DFS21B(2Byte),5.0
,4,F15500_F-ModuleI/O(2Byte),5.0
,4,F16500_F-ModuleI/O(2Byte),5.0
,4,F17400_F-ModuleI/O(2Byte),5.0
,4,F17425_F-ModuleI/O(2Byte),5.0
,4,F17475_F-ModuleI/O(2Byte),5.0
,4,F05500_209210AS11-JX42_11,5.0
,4,F05550_209210AX02-JX43_21,5.0
,4,F05600_209210AS20-JX48_11,5.0
,4,F17450_F-ModuleI/O(2Byte),5.0
,4,F06000_209220AS10-JX50_11,5.0
,4,F06050_209220AX01-JX51_21,5.0
,4,F06100_209220AS11-JX52_11,5.0
,4,F06150_209220AX02-JX53_21,5.0
,4,F06200_209220AS20-JX58_11,5.0
,4,F16400_DFS22B(8Byte),5.0
,4,F16425_DFS22B(8Byte),5.0
,4,F16450_DFS21B(2Byte),5.0
,4,F16475_DFS22B(8Byte),5.0
,4,F07150_PROFIsafe16BoolIOstandar,5.0
,4,F29000_211212AE1-JX200_21,5.0
,4,F29012_211212AE1-JX200_31,5.0
,4,F29006_211212AE1-JX200_22,5.0
,4,F29018_211212AE1-JX200_32,5.0
F-communication DBs,4,,
